site_url,business_name,industry,company_name,city,phone_number
https://dentalcentres.com/,Harbour Dental Centre,Dental Clinic,Harbour Dental Centre,"Toronto, ON",(416) 214-9119
https://www.walkindentalclinic.ca/,Walk In Dental Clinic,Dental Clinic,Walk In Dental Clinic,"Toronto, ON",(416) 225-1500
https://www.stgeorgedental.ca/,St George Dental,Dental Clinic,St George Dental,"Toronto, ON",(416) 551-6565
https://www.atlasdental.ca/,Atlas Dental,Dental Clinic,Atlas Dental,"Toronto, ON",(416) 597-0534
https://westvillagedental.ca/,West Village Dental Clinic,Dental Clinic,West Village Dental Clinic,"Toronto, ON",(647) 724-4438
https://www.yorkviewdentaltoronto.com/,Yorkview Family Dental Clinic,Dental Clinic,Yorkview Family Dental Clinic,"Toronto, ON",(416) 924-4848
http://www.lisgarparkdental.com/,Lisgar Park Dental,Dental Clinic,Lisgar Park Dental,"Toronto, ON",(647) 350-5530
https://paste.dental/,Paste Dental,Dental Clinic,Paste Dental,"Toronto, ON",(416) 639-8889
https://maxilladental.com/,Maxilla Dental Clinic - Bloor,Dental Clinic,Maxilla Dental Clinic - Bloor,"Toronto, ON",(647) 562-0405
http://librarydistrictdental.com/,Library District Dental,Dental Clinic,Library District Dental,"Toronto, ON",(416) 351-8800
http://citydentaltoronto.com/,City Dental on Bay,Dental Clinic,City Dental on Bay,"Toronto, ON",(647) 957-2500
https://www.dentalimplantsclinic.ca/?utm_campaign=gmb,Bond Street Dental,Dental Clinic,Bond Street Dental,"Toronto, ON",(416) 645-9805
http://www.bloordentalclinic.com/,Bloor Dental Clinic,Dental Clinic,Bloor Dental Clinic,"Toronto, ON",(416) 535-2111
https://dentalland.ca/,Dental Land Summerhill,Dental Clinic,Dental Land Summerhill,"Toronto, ON",(416) 672-1000
http://baycollegedentalcenter.com/,Bay College Dental Centre,Dental Clinic,Bay College Dental Centre,"Toronto, ON",(416) 640-6400
https://dentalclinictoronto.dentist/,Elmwood Park Dental,Dental Clinic,Elmwood Park Dental,"Toronto, ON",(416) 971-8181
https://www.downtowndentistry.com/,Downtown Dentistry,Dental Clinic,Downtown Dentistry,"Toronto, ON",(647) 370-5136
https://www.broadwaydentalclinic.com/,Broadway Dental Clinic,Dental Clinic,Broadway Dental Clinic,"Toronto, ON",(416) 322-5156
https://www.midtowndental.ca/?utm_source=google&utm_medium=local&utm_campaign=gmb,Midtown Dental Centre,Dental Clinic,Midtown Dental Centre,"Toronto, ON",(416) 966-3368
https://toothcorner.com/dental-office-edward-st/,The Tooth Corner,Dental Clinic,The Tooth Corner,"Toronto, ON",(416) 599-0245
https://bitehaus.ca/,Bitehaus Toronto Dental Clinic,Dental Clinic,Bitehaus Toronto Dental Clinic,"Toronto, ON",(416) 520-6007
https://www.fcpdental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Dentistry at FCP in Toronto,Dental Clinic,Dentistry at FCP in Toronto,"Toronto, ON",(416) 868-1066
https://dentistryonking.net/,Dentistry on King,Dental Clinic,Dentistry on King,"Toronto, ON",(416) 368-8000
https://www.setaidental.ca/,Setai Dental,Dental Clinic,Setai Dental,"Toronto, ON",(416) 214-1115
https://ansarian.com/dental-clinic/,Ansarian Dental Clinic,Dental Clinic,Ansarian Dental Clinic,"Toronto, ON",(416) 340-8800
https://www.infinitydentaloffice.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,Infinity Dental Office Downtown Toronto,Dental Clinic,Infinity Dental Office Downtown Toronto,"Toronto, ON",(647) 955-4245
https://cityoasis.dental/?utm_source=google&utm_content=gbp,City Oasis Dental,Dental Clinic,City Oasis Dental,"Toronto, ON",(647) 980-1200
https://www.bloorlansdownedental.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,Bloor Lansdowne Dental Centre Toronto,Dental Clinic,Bloor Lansdowne Dental Centre Toronto,"Toronto, ON",(647) 360-8351
http://www.dentistryatstgeorge.ca/,Dentistry at St George,Dental Clinic,Dentistry at St George,"Toronto, ON",(416) 792-0980
https://www.dawsondental.ca/site/toronto-downtown-dentist?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Dawson Dental - Toronto (Downtown),Dental Clinic,Dawson Dental - Toronto (Downtown),"Toronto, ON",(416) 364-6464
https://www.fortdentalclinic.ca/,Fort Dental Clinic,Dental Clinic,Fort Dental Clinic,"Toronto, ON",(647) 748-2388
https://kingsviewdentaltoronto.com/,Kingsview Family Dental Clinic,Dental Clinic,Kingsview Family Dental Clinic,"Toronto, ON",(416) 348-8884
https://www.yongefrontdental.com/,Yonge and Front Dental | Dentist in Downtown Toronto,Dental Clinic,Yonge and Front Dental | Dentist in Downtown Toronto,"Toronto, ON",(416) 364-2444
https://bitedental.ca/,Bite Dental - Downtown Toronto Dentist,Dental Clinic,Bite Dental - Downtown Toronto Dentist,"Toronto, ON",(416) 777-2483
http://www.parklanedentalcare.ca/,Park Lane Dental Care,Dental Clinic,Park Lane Dental Care,"Toronto, ON",(416) 313-0000
https://torontobeachdental.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Toronto Beach Dental,Dental Clinic,Toronto Beach Dental,"Toronto, ON",(416) 699-0501
https://dentistryonwellington.net/,Dentistry On Wellington,Dental Clinic,Dentistry On Wellington,"Toronto, ON",(416) 865-9494
https://healthone.ca/toronto/dental-to/?utm_source=gmb&utm_medium=service&utm_campaign=toronto&utm_term=dental,Dentist at HealthOne Harbourfront,Dental Clinic,Dentist at HealthOne Harbourfront,"Toronto, ON",(416) 613-6233
https://adelaidedental.ca/,Adelaide Dental,Dental Clinic,Adelaide Dental,"Toronto, ON",(416) 444-7044
http://museumdental.ca/,Museum Dental,Dental Clinic,Museum Dental,"Toronto, ON",(416) 922-6848
https://www.123-dental.com/,123 Dental,Dental Clinic,123 Dental,"Toronto, ON",(416) 977-0123
https://www.accoladedental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,The Accolade Dental Centre,Dental Clinic,The Accolade Dental Centre,"Toronto, ON",(416) 928-6828
https://www.toothworks.com/site/bay-adelaide-dental-clinic-toronto?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Toothworks Bay Adelaide Dental,Dental Clinic,Toothworks Bay Adelaide Dental,"Toronto, ON",(416) 869-9888
http://www.marketdentalcentre.ca/,Market Dental Centre | Old Town Toronto and St Lawrence Market Area,Dental Clinic,Market Dental Centre | Old Town Toronto and St Lawrence Market Area,"Toronto, ON",(416) 363-4115
https://brushdentists.com/location/brush-dental-church/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Brush Dental Church,Dental Clinic,Brush Dental Church,"Toronto, ON",(416) 513-9696
http://www.stclairdental.ca/,St. Clair Dental,Dental Clinic,St. Clair Dental,"Toronto, ON",(416) 920-8800
http://www.kingwestdental.ca/contact-us/contact-information-office-map/,Kingwest Dental,Dental Clinic,Kingwest Dental,"Toronto, ON",(416) 477-5510
https://www.livewelldental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Live Well Dental Downtown Toronto,Dental Clinic,Live Well Dental Downtown Toronto,"Toronto, ON",(647) 398-9999
https://downtowntorontodentistry.com/,Downtown Toronto Dentistry,Dental Clinic,Downtown Toronto Dentistry,"Toronto, ON",(416) 703-5000
https://dentalcaretoronto.com/,Dental Care Group,Dental Clinic,Dental Care Group,"Toronto, ON",(416) 769-2273
https://brushdentists.com/location/brush-dental-dundas/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Brush Dental Dundas,Dental Clinic,Brush Dental Dundas,"Toronto, ON",(416) 513-9393
https://www.foresthillortho.com/,Forest Hill Orthodontics,Orthodontist,Forest Hill Orthodontics,"Toronto, ON",(416) 921-6772
http://www.leasideorthodonticcentre.ca/,"Leaside Orthodontic Centre, Dr. Emel Arat",Orthodontist,"Leaside Orthodontic Centre, Dr. Emel Arat","Toronto, ON",(416) 487-1600
https://www.orthodonticsonqueen.com/,Orthodontics on Queen,Orthodontist,Orthodontics on Queen,"Toronto, ON",(647) 352-9949
https://invisalign-toronto.ca/front-street/,Dental Arts At Front-Invisalign Toronto,Orthodontist,Dental Arts At Front-Invisalign Toronto,"Toronto, ON",(647) 931-2983
http://www.laskiorthosmiles.com/,OrthoSmiles,Orthodontist,OrthoSmiles,"Toronto, ON",(416) 863-0995
https://invisalign-toronto.ca/lawrence-avenue/,Invisalign Toronto,Orthodontist,Invisalign Toronto,"Toronto, ON",(647) 977-0214
http://www.davisortho.ca/,Davis Orthodontics-Yorkville,Orthodontist,Davis Orthodontics-Yorkville,"Toronto, ON",(647) 348-1313
https://www.worldofsmiles.com/,STO Orthodontists,Orthodontist,STO Orthodontists,"Toronto, ON",(416) 283-6476
https://docbraces.com/clinics/toronto-west,docbraces Toronto (Bloor West),Orthodontist,docbraces Toronto (Bloor West),"Toronto, ON",(416) 769-0811
https://www.wiredorthodontics.ca/,Wired Orthodontics,Orthodontist,Wired Orthodontics,"Toronto, ON",(647) 344-9473
http://www.svorthodontics.com/,SV Orthodontics,Orthodontist,SV Orthodontics,"Toronto, ON",(416) 213-6646
http://www.cityortho.ca/,City Orthodontics,Orthodontist,City Orthodontics,"Toronto, ON",(416) 222-3223
http://www.yorkmillsortho.ca/,York Mills Orthodontics,Orthodontist,York Mills Orthodontics,"Toronto, ON",(416) 391-4222
http://www.waltortho.com/,Walt Orthodontics,Orthodontist,Walt Orthodontics,"Toronto, ON",(905) 553-8666
http://www.freemancarolands.com/,"Freeman, Caro & Lands Orthodontics",Orthodontist,"Freeman, Caro & Lands Orthodontics","Toronto, ON",(416) 787-3170
https://foresthillvillageorthodontics.com/,Forest Hill Village Orthodontics - Dr. David Hirsch,Orthodontist,Forest Hill Village Orthodontics - Dr. David Hirsch,"Toronto, ON",(416) 789-1231
http://www.orthostudio.ca/,Orthodontic Studio @RONCY,Orthodontist,Orthodontic Studio @RONCY,"Toronto, ON",(647) 346-7024
https://www.davisortho.ca/,Davis Orthodontics-Danforth,Orthodontist,Davis Orthodontics-Danforth,"Toronto, ON",(416) 463-1153
https://www.villageortho.ca/site/contact-us-orthodontist-yorkville,Village Orthodontics - Yorkville,Orthodontist,Village Orthodontics - Yorkville,"Toronto, ON",(416) 960-0200
https://www.smilesdentistry.ca/,Smiles Dentistry,Orthodontist,Smiles Dentistry,"Toronto, ON",(416) 588-8004
http://www.annexorthoperio.com/,Annex Orthodontics and Periodontics,Orthodontist,Annex Orthodontics and Periodontics,"Toronto, ON",(416) 925-7300
http://www.downtown-orthodontics.ca/,Downtown Orthodontics,Orthodontist,Downtown Orthodontics,"Toronto, ON",(647) 260-4400
https://www.capitoldentistry.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Capitol Dentistry - Midtown Toronto,Orthodontist,Capitol Dentistry - Midtown Toronto,"Toronto, ON",(416) 488-0916
http://www.northyorkorthodontics.com/,North York Orthodontics,Orthodontist,North York Orthodontics,"Toronto, ON",(416) 222-9200
http://www.drnormachou.com/,Dr. Norma W. Chou Orthodontist,Orthodontist,Dr. Norma W. Chou Orthodontist,"Toronto, ON",(416) 532-3041
https://orthostudio.ca/,Orthodontic Studio @Royal York,Orthodontist,Orthodontic Studio @Royal York,"Toronto, ON",(416) 207-0885
https://www.fashiondistrict.dental/,Fashion District Dental,Orthodontist,Fashion District Dental,"Toronto, ON",(416) 477-7760
http://www.orthodonticsonbloor.com/,Orthodontics on Bloor,Orthodontist,Orthodontics on Bloor,"Toronto, ON",(416) 551-7273
https://tdotdental.ca/,T-DOT Dental,Orthodontist,T-DOT Dental,"Toronto, ON",(647) 490-8382
https://plazadental.ca/,The Plaza Dental Centre,Orthodontist,The Plaza Dental Centre,"Toronto, ON",(416) 861-9990
https://www.tobraces.com/,Innovative Orthodontics,Orthodontist,Innovative Orthodontics,"Toronto, ON",(416) 481-3141
https://sohodental.ca/,Soho Dental,Orthodontist,Soho Dental,"Toronto, ON",(416) 340-7646
http://www.carltondental.ca/,Carlton Dental,Orthodontist,Carlton Dental,"Toronto, ON",(416) 593-5333
https://www.baystreetdentalassociates.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Bay Street Dental Associates,Orthodontist,Bay Street Dental Associates,"Toronto, ON",(416) 968-7900
https://www.northtorontoortho.com/,North Toronto Orthodontists,Orthodontist,North Toronto Orthodontists,"Toronto, ON",(416) 789-1332
https://www.toothworks.com/site/richmond-adelaide-dental-clinic-toronto?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Toothworks Richmond-Adelaide Dental,Orthodontist,Toothworks Richmond-Adelaide Dental,"Toronto, ON",(416) 362-9888
http://www.clovedent.com/,Clovedent Family Dentistry,Orthodontist,Clovedent Family Dentistry,"Toronto, ON",(416) 533-5440
http://bracesoncollege.ca/,Dr Lawrence Allen,Orthodontist,Dr Lawrence Allen,"Toronto, ON",(416) 962-7792
https://cornerstonephysio.com/locations/college-station/,Cornerstone Physiotherapy - Toronto,Physiotherapy Clinic,Cornerstone Physiotherapy - Toronto,"Toronto, ON",(416) 595-5353
https://cornerstonephysio.com/locations/downtown-toronto/,Cornerstone Physiotherapy - Downtown Toronto,Physiotherapy Clinic,Cornerstone Physiotherapy - Downtown Toronto,"Toronto, ON",(416) 363-1975
https://rebalancetoronto.com/,Rebalance Sports Medicine Physiotherapy & Chiropractic Downtown Toronto,Physiotherapy Clinic,Rebalance Sports Medicine Physiotherapy & Chiropractic Downtown Toronto,"Toronto, ON",(416) 777-9999
https://www.pthealth.ca/clinic/main-and-gerrard-physiotherapy-pt-health/?utm_source=gmb&utm_medium=organic,Main And Gerrard Physiotherapy - pt Health,Physiotherapy Clinic,Main And Gerrard Physiotherapy - pt Health,"Toronto, ON",(416) 691-4835
https://foundationphysio.com/physiotherapy-center/cityplace-toronto-on/,Foundation Physiotherapy & Wellness - Cityplace,Physiotherapy Clinic,Foundation Physiotherapy & Wellness - Cityplace,"Toronto, ON",(647) 946-1063
https://www.globalhealthphysiotherapy.ca/,Global Health Physiotherapy Clinic,Physiotherapy Clinic,Global Health Physiotherapy Clinic,"Toronto, ON",(416) 500-4200
http://www.greatertorontorehab.com/,Royal Physiotherapy Clinic,Physiotherapy Clinic,Royal Physiotherapy Clinic,"Toronto, ON",(416) 361-6142 ext. 204
https://www.rehabclinics.ca/,Bay and College Physiotherapy & Rehab,Physiotherapy Clinic,Bay and College Physiotherapy & Rehab,"Toronto, ON",(416) 847-1100
https://bloorparkphysiotherapy.ca/,Bloor Park Physiotherapy and Rehabilitation,Physiotherapy Clinic,Bloor Park Physiotherapy and Rehabilitation,"Toronto, ON",(647) 368-4400
https://torontophysiotherapy.ca/,Toronto Physiotherapy Yonge & St. Clair,Physiotherapy Clinic,Toronto Physiotherapy Yonge & St. Clair,"Toronto, ON",(416) 922-5118
https://torontophysiotherapy.ca/,Toronto Physiotherapy Danforth,Physiotherapy Clinic,Toronto Physiotherapy Danforth,"Toronto, ON",(416) 792-5115
https://foundationphysio.com/physiotherapy-center/downtown-core-toronto-on/,Foundation Physiotherapy & Wellness - Downtown Core,Physiotherapy Clinic,Foundation Physiotherapy & Wellness - Downtown Core,"Toronto, ON",(647) 946-1086
http://rebuildphysiotherapy.com/,Rebuild Physiotherapy - Downtown Toronto,Physiotherapy Clinic,Rebuild Physiotherapy - Downtown Toronto,"Toronto, ON",(416) 888-1487
https://therunningphysio.ca/,The Running Physio,Physiotherapy Clinic,The Running Physio,"Toronto, ON",(416) 530-0555
http://www.stgeorgephysio.ca/,St George Physiotherapy Clinic,Physiotherapy Clinic,St George Physiotherapy Clinic,"Toronto, ON",(416) 921-4587
https://physioplushealth.com/physiotherapy-center/bloor-west-village-and-the-kingsway-in-toronto/,PhysioPlus Health Group,Physiotherapy Clinic,PhysioPlus Health Group,"Toronto, ON",(437) 886-3015
https://www.trianglephysiotherapy.com/,Triangle Physiotherapy King West,Physiotherapy Clinic,Triangle Physiotherapy King West,"Toronto, ON",(416) 548-5408
https://www.athletescare.com/sports-medicine-clinics/richmond--john-toronto~28.html,Athlete's Care Sports Medicine Centres - Richmond & John,Physiotherapy Clinic,Athlete's Care Sports Medicine Centres - Richmond & John,"Toronto, ON",(416) 546-8994
https://stclairwestphysio.com/,St.Clairwest Physiotherapy,Physiotherapy Clinic,St.Clairwest Physiotherapy,"Toronto, ON",(416) 532-0555
https://www.yorkvillesportsmed.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Yorkville Sports Medicine Clinic,Physiotherapy Clinic,Yorkville Sports Medicine Clinic,"Toronto, ON",(416) 880-7246
http://www.teampushpounds.com/,"Push Pounds Sports Medicine - Physiotherapy Toronto, Nstride, PRP and DEXA scan",Physiotherapy Clinic,"Push Pounds Sports Medicine - Physiotherapy Toronto, Nstride, PRP and DEXA scan","Toronto, ON",(416) 722-3393
https://physiodna.com/,PhysioDNA Toronto (Spadina),Physiotherapy Clinic,PhysioDNA Toronto (Spadina),"Toronto, ON",(416) 594-6889
https://villagerehabteam.com/,Village Rehab Team - Liberty Village Location,Physiotherapy Clinic,Village Rehab Team - Liberty Village Location,"Toronto, ON",(416) 530-1234
https://www.athletescare.com/sports-medicine-clinics/king--yonge-toronto~4.html,Athlete's Care Sports Medicine Centres - King & Yonge,Physiotherapy Clinic,Athlete's Care Sports Medicine Centres - King & Yonge,"Toronto, ON",(416) 368-9990
https://www.myodetox.com/?utm_source=google-business&utm_medium=organic&utm_campaign=google-business-page,Myo Yorkville,Physiotherapy Clinic,Myo Yorkville,"Toronto, ON",(647) 952-8216
https://foundationphysio.com/physiotherapy-center/trinitybellwoods-dundaswest/,Foundation Physiotherapy & Performance - Trinity Bellwoods Dundas West,Physiotherapy Clinic,Foundation Physiotherapy & Performance - Trinity Bellwoods Dundas West,"Toronto, ON",(647) 372-5227
https://www.physiomed.ca/find-a-clinic/toronto-rogers-road/overview/,Physiomed Toronto - Rogers Road,Physiotherapy Clinic,Physiomed Toronto - Rogers Road,"Toronto, ON",(647) 352-6157
https://rosedalewellness.com/,"Rosedale Wellness Centre - Massage, Chiropractic & Physiotherapy Toronto",Physiotherapy Clinic,"Rosedale Wellness Centre - Massage, Chiropractic & Physiotherapy Toronto","Toronto, ON",(416) 975-0499
http://physioonqueen.com/,Physio On Queen,Physiotherapy Clinic,Physio On Queen,"Toronto, ON",(647) 748-0018
